aX,aY,aZ,gX,gY,gZ
0.475,0.098,1.944,-111.023,7.874,-51.453
0.350,0.122,1.853,-93.262,-1.160,-66.223
0.318,0.298,1.817,-79.102,-6.042,-81.116
0.262,0.362,1.551,-60.730,-13.611,-90.027
0.198,0.420,1.743,-54.260,0.183,-93.994
0.010,0.453,1.939,-49.500,-1.282,-98.694
-0.071,0.502,2.035,-40.283,-17.334,-104.004
-0.187,0.505,2.077,-36.865,-32.166,-102.966
-0.282,0.511,2.123,-44.678,-43.274,-99.976
-0.326,0.542,2.156,-57.129,-52.490,-97.900
-0.359,0.594,2.150,-55.908,-62.195,-97.961
-0.411,0.653,2.053,-46.387,-74.890,-101.196
-0.453,0.726,1.866,-29.236,-88.135,-106.079
-0.516,0.834,1.637,-6.958,-95.520,-110.718
-0.618,0.953,1.431,21.057,-96.252,-112.427
-0.701,1.038,1.247,52.795,-91.125,-110.474
-0.734,1.059,1.133,80.139,-81.055,-104.553
-0.730,1.042,1.108,94.604,-67.810,-93.933
-0.707,0.964,1.109,96.252,-59.143,-79.102
-0.679,0.835,1.060,90.515,-57.800,-63.293
-0.629,0.708,0.989,82.092,-61.218,-48.828
-0.586,0.579,0.858,70.190,-65.491,-37.231
-0.543,0.511,0.745,55.176,-65.002,-28.442
-0.522,0.430,0.674,46.204,-63.110,-20.752
-0.478,0.345,0.595,45.715,-61.340,-16.113
-0.449,0.258,0.496,49.133,-60.364,-12.756
-0.452,0.222,0.379,52.856,-57.861,-11.230
-0.470,0.221,0.271,57.068,-52.124,-11.719
-0.469,0.225,0.201,61.584,-43.152,-12.634
-0.455,0.216,0.188,63.538,-31.189,-13.855
-0.437,0.206,0.208,60.791,-19.470,-13.611
-0.409,0.211,0.258,52.490,-9.521,-11.414
-0.373,0.211,0.340,41.687,-1.831,-7.935
-0.337,0.199,0.430,32.043,2.930,-4.272
-0.288,0.200,0.508,25.269,4.700,-1.953
-0.254,0.209,0.546,19.958,4.395,0.366
-0.235,0.212,0.548,16.785,2.197,3.540
-0.218,0.197,0.543,13.794,1.465,6.653
-0.204,0.188,0.535,8.423,2.258,8.484
-0.179,0.198,0.557,4.578,5.676,9.460
-0.149,0.201,0.636,2.014,12.085,9.277
-0.118,0.192,0.733,2.075,17.273,8.545
-0.084,0.176,0.814,1.648,19.470,7.568
-0.058,0.163,0.908,-2.441,20.020,6.714
-0.042,0.171,0.969,-10.010,17.273,6.042
-0.047,0.172,1.012,-15.259,10.986,5.737
-0.057,0.176,0.986,-19.775,3.906,4.944
-0.058,0.193,0.941,-24.170,-0.671,3.601
-0.087,0.203,0.907,-24.902,-2.869,3.296
-0.094,0.228,0.880,-21.240,-2.869,2.075
-0.106,0.246,0.887,-14.343,-0.183,0.183
-0.098,0.273,0.928,-8.057,5.249,-1.221
-0.090,0.294,0.990,-3.967,10.315,-1.892
-0.080,0.300,1.043,-2.563,12.695,-1.526
-0.073,0.293,1.096,-4.395,11.597,0.000
-0.064,0.269,1.121,-7.080,7.385,1.770
-0.066,0.246,1.112,-8.972,1.648,2.441
-0.076,0.238,1.078,-9.155,-3.479,1.831
-0.087,0.233,1.052,-7.629,-6.775,0.244
-0.092,0.225,1.028,-5.127,-8.850,-1.526

0.464,0.572,1.667,-80.872,22.949,-44.556
0.426,0.593,1.771,-74.707,20.020,-49.072
0.352,0.598,1.853,-64.087,6.409,-52.246
0.292,0.612,1.767,-58.899,-11.292,-52.856
0.210,0.568,1.647,-55.481,-24.048,-52.063
0.132,0.515,1.590,-55.664,-28.259,-48.950
0.093,0.455,1.528,-55.298,-28.381,-49.561
0.090,0.422,1.475,-47.363,-26.184,-54.382
0.091,0.404,1.456,-32.166,-20.386,-64.270
0.095,0.419,1.473,-16.357,-13.550,-76.416
0.078,0.467,1.487,-2.380,-8.301,-87.280
0.021,0.540,1.499,9.888,-5.676,-95.459
-0.047,0.579,1.516,18.250,-5.493,-98.083
-0.105,0.590,1.521,20.935,-8.484,-95.337
-0.165,0.588,1.514,19.775,-14.221,-89.539
-0.214,0.591,1.483,18.250,-22.400,-82.764
-0.253,0.588,1.413,17.639,-30.945,-75.500
-0.273,0.571,1.326,19.348,-38.391,-68.115
-0.317,0.516,1.239,20.752,-43.457,-60.425
-0.320,0.495,1.120,21.606,-45.837,-58.777
-0.329,0.447,1.054,27.954,-43.579,-58.167
-0.343,0.432,1.003,33.997,-39.001,-59.326
-0.356,0.428,0.949,41.504,-35.156,-61.035
-0.375,0.440,0.896,49.194,-32.410,-62.073
-0.387,0.463,0.860,54.688,-30.518,-61.279
-0.401,0.468,0.846,56.274,-30.334,-57.251
-0.403,0.452,0.821,53.711,-32.715,-50.781
-0.409,0.430,0.762,47.852,-37.476,-42.664
-0.412,0.408,0.680,41.870,-41.504,-34.546
-0.409,0.378,0.608,36.133,-42.969,-27.100
-0.391,0.344,0.570,29.907,-40.771,-20.203
-0.371,0.298,0.551,23.621,-36.682,-14.099
-0.349,0.271,0.535,19.409,-31.128,-10.437
-0.323,0.252,0.531,20.569,-24.658,-9.949
-0.290,0.238,0.566,26.062,-16.357,-11.414
-0.257,0.239,0.635,31.738,-8.484,-13.000
-0.225,0.242,0.707,32.349,-3.662,-13.489
-0.203,0.242,0.764,29.663,-2.686,-12.024
-0.181,0.239,0.792,24.414,-4.395,-9.277
-0.167,0.232,0.802,18.127,-7.385,-5.615
-0.159,0.214,0.798,12.939,-10.132,-2.136
-0.150,0.187,0.771,8.972,-12.268,0.244
-0.145,0.189,0.753,5.798,-12.939,1.892
-0.138,0.177,0.748,2.441,-12.146,3.357
-0.127,0.174,0.746,-0.732,-10.010,4.028
-0.119,0.177,0.756,-2.502,-6.958,3.662
-0.123,0.180,0.771,-3.662,-3.540,2.258
-0.114,0.203,0.786,-2.686,0.000,0.977
-0.108,0.240,0.844,-1.770,3.845,0.183
-0.097,0.263,0.918,-2.014,6.348,0.366
-0.086,0.273,0.963,-3.113,5.493,1.953
-0.078,0.268,0.952,-4.395,1.831,4.639
-0.075,0.253,0.916,-5.493,-1.038,7.080
-0.066,0.240,0.905,-6.348,-1.282,8.362
-0.052,0.226,0.905,-6.409,0.000,8.301
-0.037,0.229,0.904,-6.226,1.831,6.958
-0.026,0.231,0.928,-3.784,5.066,5.005
-0.016,0.237,0.962,-0.793,8.118,2.625
-0.008,0.263,0.991,0.732,9.460,0.854
-0.006,0.289,1.007,1.343,9.094,0.061
-0.005,0.300,1.025,1.282,7.874,0.305
-0.003,0.300,1.041,-0.305,5.798,1.404
-0.002,0.288,1.042,-2.014,2.075,3.723
-0.006,0.268,1.025,-3.723,-1.709,5.920
-0.013,0.247,0.992,-4.150,-5.005,6.897
-0.021,0.235,0.955,-3.357,-6.775,6.775
-0.024,0.228,0.931,-3.479,-6.409,5.676
-0.026,0.235,0.922,-2.991,-4.639,4.333
-0.023,0.243,0.932,-0.854,-1.770,2.502
-0.018,0.249,0.952,1.465,1.343,0.854
-0.013,0.285,0.987,2.625,3.235,-0.183
-0.016,0.305,1.019,2.991,3.540,-0.183
-0.015,0.299,1.023,2.930,2.075,1.038
-0.020,0.289,1.016,2.319,-0.366,2.380
-0.028,0.279,1.009,0.549,-2.258,3.601
-0.030,0.269,1.004,-0.122,-3.723,4.211
-0.035,0.258,0.998,-0.122,-5.005,4.395
-0.044,0.257,0.972,-0.366,-6.409,4.272
-0.049,0.251,0.938,0.061,-6.714,3.906
-0.054,0.242,0.918,-0.183,-5.737,3.357
-0.054,0.233,0.920,0.549,-3.601,2.075
-0.051,0.237,0.929,2.563,-1.404,0.427
-0.050,0.254,0.952,4.578,0.549,-0.854
-0.044,0.268,0.973,5.920,1.648,-1.770
-0.042,0.273,0.992,6.836,1.526,-1.831
-0.040,0.275,0.991,6.287,0.183,-0.977
-0.045,0.280,0.973,4.761,-1.831,0.061
-0.046,0.271,0.964,3.357,-3.113,1.221
-0.047,0.255,0.961,2.441,-3.845,2.563
-0.052,0.242,0.947,2.075,-4.700,2.991
-0.059,0.231,0.925,2.136,-5.432,2.869
-0.064,0.230,0.911,1.526,-5.127,2.563
-0.069,0.221,0.907,1.587,-4.150,2.136
-0.068,0.213,0.907,2.502,-2.686,1.221
-0.064,0.216,0.913,3.296,-1.282,0.244
-0.059,0.228,0.924,3.723,0.061,-0.671
-0.058,0.240,0.935,3.967,0.916,-1.282
-0.053,0.248,0.943,3.540,1.404,-0.977
-0.046,0.256,0.954,2.808,0.671,-0.305
-0.043,0.262,0.972,1.526,-0.061,0.427
-0.041,0.260,0.973,0.305,-1.404,1.160
-0.044,0.254,0.963,-0.183,-3.113,2.075
-0.054,0.248,0.944,-0.549,-4.456,2.380
-0.065,0.247,0.925,-0.916,-5.188,2.258
-0.074,0.251,0.914,-0.610,-5.127,1.770
-0.078,0.256,0.909,0.488,-4.578,1.282
-0.080,0.259,0.907,0.427,-4.028,1.099
-0.083,0.264,0.906,-0.977,-3.906,1.648
-0.078,0.265,0.912,-2.075,-3.784,2.563
-0.073,0.257,0.925,-2.441,-3.113,3.174
-0.070,0.252,0.933,-2.625,-2.747,2.930
-0.069,0.246,0.942,-2.747,-2.686,2.808
-0.070,0.245,0.947,-2.869,-2.441,2.502
-0.073,0.251,0.937,-2.441,-2.625,2.441
-0.078,0.257,0.930,-1.831,-2.258,2.197
-0.078,0.258,0.928,-1.770,-1.343,2.319
-0.075,0.260,0.934,-2.075,-0.488,2.563
-0.070,0.265,0.933,-2.319,0.061,2.991
-0.064,0.266,0.944,-1.831,0.977,3.113

0.749,0.335,1.949,-45.166,53.711,-47.363
0.735,0.318,2.092,-29.541,35.034,-54.504
0.694,0.289,2.115,-18.982,1.221,-55.847
0.581,0.276,1.981,-25.757,-33.325,-51.636
0.463,0.272,1.745,-48.889,-57.800,-45.898
0.383,0.259,1.531,-69.580,-69.641,-44.556
0.284,0.254,1.379,-70.740,-72.754,-45.471
0.194,0.259,1.318,-62.988,-67.139,-51.819
0.130,0.300,1.331,-50.110,-57.068,-61.951
0.090,0.349,1.380,-36.255,-48.340,-73.181
0.030,0.375,1.441,-25.269,-43.823,-81.177
-0.013,0.418,1.479,-19.409,-44.556,-84.961
-0.044,0.474,1.472,-16.418,-49.988,-86.243
-0.149,0.470,1.443,-12.634,-58.533,-83.313
-0.260,0.492,1.333,-13.916,-69.397,-78.369
-0.313,0.532,1.154,-20.508,-76.721,-74.524
-0.384,0.516,0.988,-20.691,-77.881,-67.871
-0.418,0.498,0.865,-21.057,-70.251,-62.073
-0.426,0.477,0.805,-18.616,-55.481,-60.547
-0.407,0.443,0.832,-8.667,-36.743,-61.890
-0.369,0.433,0.910,5.310,-19.226,-66.040
-0.331,0.444,0.993,18.738,-8.118,-69.763
-0.314,0.479,1.085,26.306,-3.296,-70.923
-0.288,0.525,1.142,31.677,-3.845,-69.824
-0.296,0.557,1.145,34.302,-12.085,-63.110
-0.305,0.571,1.083,29.297,-24.048,-51.758
-0.320,0.543,0.992,20.752,-35.522,-38.574
-0.323,0.493,0.869,14.465,-43.945,-25.940
-0.328,0.432,0.759,10.071,-47.241,-15.808
-0.325,0.353,0.648,6.042,-45.776,-8.362
-0.304,0.304,0.598,-0.183,-37.292,-3.174
-0.297,0.258,0.606,-2.563,-26.245,-2.075
-0.250,0.224,0.623,5.737,-17.334,-4.639
-0.205,0.213,0.671,16.907,-8.972,-9.460
-0.166,0.218,0.760,22.095,-1.282,-13.367
-0.142,0.242,0.842,24.414,2.258,-15.503
-0.121,0.262,0.880,26.123,1.038,-15.198
-0.122,0.272,0.869,23.376,-3.174,-12.451
-0.124,0.278,0.838,17.700,-7.141,-7.935
-0.126,0.265,0.805,11.414,-10.315,-3.052
-0.123,0.241,0.777,4.700,-11.353,1.343
-0.110,0.223,0.751,0.549,-10.315,4.150
-0.094,0.213,0.751,-0.854,-6.775,5.066
-0.069,0.213,0.782,-0.549,-2.075,4.333
-0.044,0.226,0.824,0.061,2.014,2.930
-0.020,0.240,0.873,0.732,4.944,1.221
-0.001,0.255,0.922,2.502,6.775,-0.549
0.005,0.290,0.969,4.578,6.653,-1.892
0.005,0.319,0.999,4.333,4.272,-2.075
0.001,0.357,1.007,2.563,0.366,-0.549
0.000,0.369,0.988,0.488,-4.028,2.380
-0.000,0.357,0.961,-2.930,-6.226,7.507
0.000,0.334,0.943,-7.019,-6.653,11.353
0.014,0.305,0.936,-8.789,-6.042,13.611
0.026,0.285,0.935,-8.423,-4.395,13.489
0.034,0.278,0.929,-7.019,-2.380,11.658
0.046,0.280,0.938,-4.272,0.366,8.850
0.053,0.277,0.966,-1.099,3.723,5.615
0.062,0.293,1.005,1.099,5.859,2.686
0.066,0.317,1.045,3.235,5.737,0.977
0.065,0.345,1.076,4.517,3.601,0.305
0.058,0.378,1.094,5.066,-0.671,0.854
0.050,0.399,1.075,4.456,-6.775,2.197
0.036,0.399,1.021,0.916,-12.451,6.775
0.015,0.381,0.989,-4.700,-15.991,12.451
0.010,0.323,0.963,-8.118,-18.372,17.212
0.006,0.274,0.934,-11.963,-19.836,19.531
-0.003,0.241,0.903,-12.085,-19.592,19.043
-0.011,0.231,0.874,-8.972,-17.212,15.564
-0.022,0.237,0.874,-4.517,-12.451,10.986
-0.025,0.252,0.883,0.671,-7.385,6.104
-0.026,0.281,0.898,5.249,-3.174,2.136
-0.022,0.312,0.928,8.301,0.000,-0.061
-0.018,0.333,0.958,9.338,1.648,-0.488
-0.014,0.340,0.970,7.385,1.160,0.305
-0.014,0.332,0.960,4.944,-0.427,2.319
-0.014,0.307,0.930,2.808,-2.319,4.456
-0.013,0.277,0.909,0.854,-2.563,5.615
-0.011,0.255,0.900,0.977,-1.648,5.310
-0.007,0.250,0.900,2.319,-0.305,3.540
-0.006,0.259,0.907,3.845,1.160,1.404
-0.010,0.277,0.915,5.005,2.258,0.183
-0.012,0.301,0.920,4.761,2.563,-0.122
-0.011,0.321,0.940,3.357,2.014,0.427
-0.007,0.318,0.957,2.747,1.160,1.770
-0.005,0.305,0.951,2.563,-0.671,2.930
-0.010,0.294,0.939,1.709,-2.136,3.296
-0.017,0.298,0.919,1.404,-3.052,3.113
-0.023,0.284,0.903,1.587,-3.174,3.052
-0.027,0.283,0.893,0.183,-2.380,2.686
-0.026,0.286,0.898,1.160,-0.610,1.953
-0.018,0.290,0.916,3.540,1.465,1.038
-0.014,0.301,0.948,4.822,2.869,0.488
-0.011,0.319,0.969,4.944,2.747,0.732
-0.001,0.319,0.960,4.822,1.099,1.770
0.000,0.296,0.958,1.953,0.061,3.052
0.001,0.287,0.964,-0.488,-0.549,3.662
0.005,0.265,0.969,0.244,-1.099,3.113
0.006,0.242,0.962,2.258,-1.770,2.014
0.003,0.240,0.951,2.869,-2.625,0.549
-0.007,0.256,0.936,2.747,-3.113,-0.549
-0.017,0.268,0.920,2.563,-3.296,-1.099
-0.020,0.273,0.911,2.380,-2.869,-0.732
-0.015,0.277,0.920,1.648,-2.075,-0.305
-0.013,0.282,0.933,0.427,-1.282,0.000
-0.012,0.290,0.945,-0.366,-0.793,0.061
-0.013,0.290,0.956,-0.183,-0.610,0.000
-0.013,0.296,0.962,0.305,-0.671,-0.305
-0.012,0.298,0.970,0.732,-0.793,-0.671
-0.010,0.297,0.967,1.709,-1.282,-1.221
-0.014,0.301,0.958,1.648,-1.709,-1.709
-0.019,0.303,0.945,1.282,-1.953,-1.770
-0.021,0.308,0.938,1.465,-1.892,-1.770
-0.026,0.316,0.940,1.709,-1.587,-1.526
-0.031,0.314,0.936,2.686,-1.343,-1.038
-0.031,0.314,0.930,2.991,-1.221,-0.427
-0.032,0.326,0.932,2.014,-1.038,0.061
-0.033,0.327,0.934,1.648,-0.854,0.793
-0.031,0.319,0.936,1.221,-0.305,1.526

0.606,0.108,1.828,-69.214,-5.127,-28.137
0.564,0.177,1.820,-64.880,-25.391,-41.138
0.484,0.314,1.731,-61.279,-44.250,-53.650
0.345,0.423,1.586,-61.340,-55.115,-58.838
0.206,0.474,1.500,-65.125,-54.626,-58.960
0.124,0.488,1.500,-64.636,-47.424,-57.190
0.092,0.450,1.526,-56.824,-40.100,-55.176
0.065,0.395,1.554,-45.776,-35.828,-55.725
0.092,0.363,1.562,-38.269,-34.546,-59.204
0.098,0.349,1.576,-32.043,-35.339,-64.026
0.084,0.345,1.589,-27.893,-38.391,-68.542
0.038,0.370,1.557,-22.583,-44.373,-73.669
-0.027,0.433,1.469,-16.846,-51.758,-79.285
-0.122,0.515,1.356,-12.451,-57.617,-82.214
-0.222,0.571,1.265,-8.728,-59.448,-81.604
-0.297,0.628,1.177,-6.653,-58.411,-78.125
-0.335,0.677,1.117,-5.066,-54.077,-72.998
-0.398,0.672,1.047,1.343,-47.363,-65.369
-0.416,0.662,0.989,8.545,-40.649,-58.960
-0.423,0.632,0.965,16.724,-32.715,-53.955
-0.415,0.588,0.948,23.193,-26.184,-49.438
-0.402,0.552,0.932,26.917,-21.912,-44.739
-0.380,0.501,0.936,28.625,-19.531,-40.283
-0.356,0.446,0.942,29.358,-19.348,-36.438
-0.338,0.407,0.934,29.785,-22.217,-33.569
-0.341,0.376,0.906,30.029,-26.428,-31.921
-0.353,0.370,0.816,29.236,-32.593,-29.541
-0.375,0.379,0.711,24.597,-36.438,-25.574
-0.382,0.377,0.630,17.944,-34.851,-18.799
-0.381,0.378,0.624,10.010,-28.137,-11.719
-0.355,0.332,0.636,11.414,-22.888,-7.874
-0.308,0.293,0.651,16.479,-17.456,-5.066
-0.278,0.291,0.692,17.517,-11.475,-3.723
-0.238,0.287,0.750,18.005,-6.714,-2.686
-0.191,0.274,0.810,17.578,-4.578,-1.160
-0.166,0.246,0.862,15.503,-4.822,0.000
-0.145,0.218,0.871,12.695,-7.996,0.732
-0.146,0.208,0.838,9.583,-12.268,0.977
-0.150,0.210,0.789,7.141,-15.076,1.099
-0.146,0.216,0.758,4.822,-14.648,1.709
-0.143,0.223,0.752,1.648,-12.146,2.747
-0.128,0.237,0.757,-1.282,-8.972,3.967
-0.111,0.266,0.777,-2.258,-5.554,4.883
-0.092,0.282,0.821,-1.831,-1.587,6.042
-0.069,0.286,0.869,-1.770,1.831,6.592
-0.040,0.295,0.921,-2.441,3.601,6.714
-0.022,0.291,0.976,-2.197,4.150,6.165
-0.009,0.288,1.003,-0.916,2.502,4.822
-0.017,0.305,0.996,-0.488,-0.854,3.662
-0.022,0.317,0.956,-1.282,-3.845,3.540
-0.050,0.303,0.923,-2.808,-4.944,4.150
-0.017,0.311,0.899,-6.287,-3.967,3.174
-0.022,0.299,0.887,-6.897,-2.869,4.578
-0.034,0.297,0.882,-4.700,-2.197,5.859
-0.035,0.310,0.872,-3.784,-0.549,5.432
-0.034,0.316,0.869,-4.028,1.526,5.615
-0.027,0.320,0.881,-4.761,4.395,5.798
-0.012,0.324,0.922,-4.333,7.263,5.737
0.010,0.302,0.969,-2.686,9.399,4.639
0.014,0.307,1.011,-0.183,9.277,2.441
0.014,0.324,1.022,2.930,7.080,0.732
0.003,0.336,1.006,2.319,2.808,0.488
-0.000,0.340,0.979,-0.244,-0.732,1.831
-0.010,0.328,0.949,-3.540,-2.808,3.784
-0.019,0.313,0.911,-5.005,-3.723,5.188
-0.018,0.300,0.881,-4.944,-2.686,5.554
-0.011,0.287,0.887,-4.333,-0.122,4.944
-0.000,0.277,0.913,-2.747,3.418,3.540
0.008,0.277,0.945,-0.610,6.348,1.526
0.016,0.289,0.986,1.648,7.812,-0.427
0.024,0.298,1.009,3.113,7.751,-2.075
0.025,0.307,1.028,3.967,6.165,-3.235
0.025,0.314,1.031,4.150,3.601,-3.662
0.017,0.317,1.019,3.174,0.488,-3.662
0.009,0.323,1.001,1.953,-2.319,-3.357
-0.001,0.324,0.976,1.343,-4.517,-2.686
-0.015,0.316,0.938,1.648,-5.493,-2.197
-0.024,0.314,0.911,2.502,-5.188,-1.770
-0.031,0.321,0.917,1.831,-3.357,-1.953
-0.036,0.319,0.943,1.831,-1.404,-2.014
-0.033,0.305,0.959,2.930,-0.671,-1.831
-0.026,0.295,0.965,3.601,-1.099,-1.892
-0.019,0.294,0.978,4.333,-1.526,-2.502
-0.020,0.293,0.992,5.127,-2.014,-3.418
-0.017,0.309,1.005,5.981,-3.052,-4.150
-0.019,0.317,1.015,7.507,-4.517,-5.005
-0.025,0.322,1.006,8.484,-7.019,-5.127
-0.031,0.326,0.988,7.935,-9.338,-4.761
-0.046,0.333,0.963,7.263,-10.803,-3.967
-0.064,0.337,0.942,7.080,-11.353,-2.991
-0.071,0.336,0.918,7.324,-10.986,-1.770
-0.077,0.328,0.898,7.629,-9.705,-0.793
-0.079,0.325,0.895,6.287,-7.751,-0.122
-0.079,0.313,0.901,5.615,-5.798,0.610
-0.070,0.293,0.912,5.798,-4.456,1.526
-0.065,0.288,0.926,5.920,-3.662,1.343
-0.058,0.294,0.941,6.104,-3.357,0.916
-0.055,0.297,0.963,6.592,-3.296,0.732
-0.053,0.295,0.968,6.897,-4.089,0.977
-0.053,0.290,0.964,5.981,-5.554,1.526
-0.057,0.291,0.940,3.479,-7.080,2.502
-0.061,0.286,0.925,2.441,-7.385,3.052
-0.066,0.275,0.918,2.747,-6.287,3.296
-0.068,0.265,0.908,3.845,-5.188,2.808
-0.067,0.272,0.899,4.639,-4.150,1.648
-0.067,0.276,0.905,5.676,-2.502,1.038
-0.063,0.275,0.921,6.226,-1.038,0.549
-0.056,0.288,0.943,6.165,-0.305,0.366
-0.056,0.292,0.959,6.348,-0.061,0.671
-0.058,0.285,0.960,6.104,-1.221,1.343
-0.059,0.280,0.957,4.639,-2.808,2.075
-0.064,0.270,0.949,3.357,-3.845,2.441
-0.067,0.267,0.927,3.174,-4.700,2.136
-0.074,0.272,0.905,3.662,-4.883,1.526
-0.076,0.274,0.903,3.967,-3.479,0.916
-0.074,0.283,0.911,4.089,-1.953,0.488
-0.072,0.296,0.917,4.517,-0.610,0.244
-0.070,0.302,0.928,4.822,0.732,0.305
-0.063,0.302,0.944,4.456,1.587,1.038

0.508,0.162,1.794,-70.923,-35.400,-49.744
0.436,0.192,1.739,-69.397,-50.354,-58.960
